rainfall_24h,rainfall_intensity,soil_moisture,slope,elevation,historical_events,temperature,humidity,pore_water_pressure,risk_probability,risk_percentage,risk_category,landslide_occurred
46.98,7.34,30.44,61.51,2428.7,4,18.0,68.0,5.4,0.0964,9.64,LOW,0
112.59,30.76,56.22,60.97,438.2,7,24.2,74.1,14.29,0.5521,55.21,HIGH,1
39.72,7.68,29.2,48.05,1392.3,12,19.9,60.1,6.95,0.1342,13.42,LOW,0
29.58,4.54,39.41,27.59,1084.2,5,19.4,65.2,4.59,0.0506,5.06,LOW,0
229.58,53.52,78.73,48.39,1148.2,8,19.8,87.8,34.14,0.9916,99.16,CRITICAL,1
20.48,3.39,29.32,20.47,3149.7,10,14.8,60.3,2.78,0.0251,2.51,LOW,0
32.01,5.21,36.76,20.19,2146.2,8,16.5,67.0,5.17,0.0377,3.77,LOW,0
22.64,5.9,33.13,34.86,2367.1,4,14.2,62.6,2.1,0.0343,3.43,LOW,0
94.53,13.8,45.23,39.49,3131.0,3,10.0,72.6,7.75,0.2217,22.17,LOW,0
2.77,0.36,17.08,48.89,1362.7,8,20.5,71.3,1.26,0.0423,4.23,LOW,0
24.34,3.97,35.72,45.56,2615.4,13,15.4,72.1,4.38,0.1466,14.66,LOW,0
40.65,8.83,35.76,38.32,1531.9,10,20.1,66.6,5.21,0.081,8.1,LOW,0
133.84,18.7,57.12,33.26,2815.1,12,13.1,74.0,15.6,0.5529,55.29,HIGH,1
30.61,5.98,37.66,65.86,782.9,2,21.4,69.5,5.14,0.1025,10.25,LOW,0
83.86,18.48,45.67,37.79,3045.7,8,10.5,87.7,9.5,0.1598,15.98,LOW,0
99.65,25.49,49.62,38.47,895.4,6,23.5,83.1,11.24,0.4925,49.25,MODERATE,1
2.33,0.36,21.32,29.12,1212.4,6,21.3,52.5,2.07,0.0273,2.73,LOW,0
18.02,4.52,26.25,49.94,2480.8,6,13.3,61.5,3.75,0.0563,5.63,LOW,0
163.57,25.78,66.82,45.93,1411.6,9,19.0,80.1,22.43,0.931,93.1,CRITICAL,1
13.99,3.19,30.56,31.4,2044.2,6,17.8,56.5,2.5,0.0274,2.74,LOW,0
26.94,5.09,40.3,25.02,1561.5,5,20.6,70.9,4.77,0.0372,3.72,LOW,0
84.59,11.7,41.7,45.46,2440.0,7,17.1,79.4,7.7,0.1867,18.67,LOW,0
65.6,15.37,41.66,44.56,923.6,8,23.4,80.5,7.15,0.1246,12.46,LOW,0
4.77,0.74,25.52,33.25,422.5,10,20.5,64.8,2.62,0.0379,3.79,LOW,0
3.42,0.51,28.28,59.16,1134.8,5,27.7,60.2,1.84,0.0853,8.53,LOW,0
31.14,5.52,38.66,28.57,1649.2,6,18.9,65.8,4.3,0.0313,3.13,LOW,0
26.58,5.97,31.65,37.96,745.7,9,22.9,58.6,4.12,0.0507,5.07,LOW,0
10.84,1.71,24.85,58.53,1296.7,9,20.7,69.8,1.4,0.0696,6.96,LOW,0
80.4,12.01,50.4,37.62,1429.9,5,19.1,67.6,9.48,0.2389,23.89,LOW,0
91.78,11.16,42.5,44.03,419.3,8,23.6,71.3,11.24,0.2494,24.94,LOW,0
18.03,3.52,19.33,37.02,1970.8,12,18.7,60.9,1.8,0.0612,6.12,LOW,0
77.35,14.59,59.61,33.28,2858.8,5,11.9,53.2,11.33,0.2405,24.05,LOW,0
186.1,29.3,73.07,62.95,697.6,8,23.9,93.1,26.38,0.9628,96.28,CRITICAL,1
46.72,6.01,36.01,37.34,2013.5,11,10.7,61.3,6.21,0.0866,8.66,LOW,0
136.57,25.77,65.96,55.02,2211.0,7,15.3,84.6,17.49,0.7983,79.83,CRITICAL,1
4.58,1.13,28.02,31.74,1487.0,7,17.1,58.0,2.24,0.0233,2.33,LOW,0
92.06,21.58,55.2,31.12,2318.2,6,13.9,71.1,13.36,0.1895,18.95,LOW,0
114.84,29.6,61.84,21.16,1461.7,11,20.6,70.6,14.61,0.5668,56.68,HIGH,1
46.41,5.64,30.78,44.47,1738.7,9,16.9,75.3,5.21,0.0528,5.28,LOW,0
16.01,4.4,35.83,36.2,271.7,6,25.3,72.1,3.63,0.0469,4.69,LOW,0
0.67,0.12,27.74,53.31,2290.6,10,15.6,66.1,0.5,0.1026,10.26,LOW,0
3.71,1.03,27.93,39.06,2201.0,7,14.6,62.1,2.63,0.0262,2.62,LOW,0
24.0,3.85,33.83,60.89,363.3,8,23.4,64.4,2.22,0.1011,10.11,LOW,0
40.99,8.01,25.32,30.04,1336.3,9,16.3,72.7,4.5,0.0758,7.58,LOW,0
14.26,2.52,27.94,53.55,3138.1,10,11.6,61.4,2.84,0.0234,2.34,LOW,0
118.52,20.97,53.35,49.15,1491.2,8,18.5,85.7,12.27,0.5526,55.26,HIGH,1
184.03,46.88,70.98,48.92,1730.7,10,14.3,81.8,24.32,0.9116,91.16,CRITICAL,1
42.6,10.2,34.49,52.29,2934.3,11,15.0,72.3,4.57,0.1894,18.94,LOW,0
23.74,6.62,35.77,48.51,2365.9,8,15.8,71.3,6.01,0.0626,6.26,LOW,0
86.23,18.81,50.58,43.62,1967.1,7,14.2,66.3,11.47,0.4399,43.99,MODERATE,0
23.51,4.56,33.77,27.65,2603.5,9,11.9,58.5,3.79,0.0274,2.74,LOW,0
20.94,2.81,28.63,21.3,2799.9,7,15.2,62.9,3.59,0.032,3.2,LOW,0
7.78,2.17,29.06,56.78,1597.8,8,18.8,63.7,3.01,0.0507,5.07,LOW,0
12.87,2.68,27.61,43.31,1651.6,7,17.9,58.2,2.11,0.0396,3.96,LOW,0
1.51,0.35,30.17,50.01,1388.9,10,22.2,60.8,1.39,0.0584,5.84,LOW,0
35.13,6.5,38.32,39.29,3101.8,7,10.5,52.9,5.27,0.0668,6.68,LOW,0
10.0,2.08,28.6,26.96,2306.6,9,18.4,66.1,1.91,0.0556,5.56,LOW,0
12.69,3.44,24.55,27.35,495.5,7,24.2,66.8,4.0,0.0482,4.82,LOW,0
51.56,7.56,40.8,45.64,2795.7,6,11.2,76.9,4.43,0.0866,8.66,LOW,0
13.87,2.31,30.1,37.9,1667.7,3,18.9,65.5,1.85,0.0316,3.16,LOW,0
107.17,15.47,55.61,30.63,452.8,8,27.9,73.9,14.14,0.2576,25.76,MODERATE,0
6.48,1.6,24.44,39.57,1871.7,7,18.3,54.9,2.0,0.0196,1.96,LOW,0
221.33,28.76,83.7,23.85,1480.6,12,20.1,88.3,35.0,0.9808,98.08,CRITICAL,1
4.86,0.65,27.97,42.22,2839.4,9,10.4,60.2,2.89,0.0843,8.43,LOW,0
21.16,3.55,26.64,33.11,851.8,7,20.9,58.1,4.17,0.019,1.9,LOW,0
24.75,5.01,30.67,50.06,2688.1,13,15.6,59.1,3.98,0.1188,11.88,LOW,0
40.7,7.53,39.33,34.45,1895.2,6,20.3,65.9,5.17,0.0754,7.54,LOW,0
35.11,4.47,37.04,38.57,411.1,7,28.3,55.6,5.14,0.0482,4.82,LOW,0
58.26,15.92,35.53,18.76,3116.9,6,12.8,62.8,6.13,0.0679,6.79,LOW,0
1.6,0.44,26.94,24.4,1762.2,3,19.4,61.6,3.16,0.0228,2.28,LOW,0
152.83,25.17,77.95,36.87,1108.1,9,23.0,84.5,26.3,0.8786,87.86,CRITICAL,1
11.5,2.73,31.6,39.24,1634.8,7,19.3,66.9,3.16,0.0403,4.03,LOW,0
5.52,1.17,25.17,42.78,2780.7,7,14.1,61.8,1.39,0.0346,3.46,LOW,0
11.95,1.89,34.88,33.86,1149.5,7,21.6,62.0,3.79,0.0273,2.73,LOW,0
12.98,2.1,39.63,45.98,818.4,9,24.9,65.8,2.78,0.0721,7.21,LOW,0
25.83,5.13,36.55,53.09,630.8,4,26.8,65.0,4.04,0.0611,6.11,LOW,0
38.14,7.14,27.02,49.29,1128.7,12,18.6,59.9,4.22,0.1113,11.13,LOW,0
16.79,2.8,32.79,21.95,2551.1,11,16.7,57.7,2.41,0.0257,2.57,LOW,0
44.49,11.09,44.2,39.26,1641.3,9,18.8,76.7,5.17,0.084,8.4,LOW,0
14.34,2.83,18.7,26.31,921.1,6,26.6,81.5,0.5,0.019,1.9,LOW,0
12.0,2.7,33.05,32.18,740.2,3,27.1,66.2,2.61,0.0444,4.44,LOW,0
27.27,4.1,31.62,63.39,1231.6,10,18.6,58.0,4.11,0.0747,7.47,LOW,0
0.84,0.17,31.81,28.18,3022.8,9,11.4,71.5,2.06,0.0599,5.99,LOW,0
2.91,0.5,25.46,39.77,1261.9,3,16.4,57.9,1.67,0.0357,3.57,LOW,0
18.94,3.87,32.02,43.36,3165.0,4,9.6,65.4,3.47,0.0248,2.48,LOW,0
237.69,58.22,93.35,46.25,1681.4,4,19.6,95.5,35.0,0.9943,99.43,CRITICAL,1
44.74,10.87,41.1,41.54,778.5,11,25.8,67.8,4.25,0.0621,6.21,LOW,0
3.23,0.57,28.14,18.45,2878.9,9,12.3,57.8,2.69,0.0278,2.78,LOW,0
65.55,15.15,38.86,34.95,1608.0,4,20.3,77.6,7.17,0.1547,15.47,LOW,0
46.13,12.48,36.6,40.31,2343.5,14,13.4,65.8,5.55,0.134,13.4,LOW,0
33.04,7.27,34.22,25.35,3151.9,7,10.6,68.6,3.73,0.064,6.4,LOW,0
60.07,8.64,47.97,35.67,398.0,11,24.3,72.6,8.28,0.169,16.9,LOW,0
18.12,4.14,32.5,21.36,535.2,7,25.8,62.1,1.94,0.0377,3.77,LOW,0
8.76,1.2,24.17,24.79,2375.3,7,18.4,52.3,2.08,0.0242,2.42,LOW,0
25.11,6.52,27.43,37.0,1081.4,15,21.9,58.8,3.99,0.0698,6.98,LOW,0
154.99,31.41,71.67,27.72,793.7,7,20.2,87.5,22.85,0.8344,83.44,CRITICAL,1
27.05,4.91,30.2,41.78,366.1,7,26.5,65.9,2.7,0.0516,5.16,LOW,0
94.63,12.22,55.26,45.78,314.4,10,28.0,69.3,13.56,0.5678,56.78,HIGH,1
103.96,18.81,53.83,50.19,2534.7,8,11.8,75.9,11.94,0.4369,43.69,MODERATE,0
81.39,21.53,55.09,30.62,646.6,6,27.5,73.5,10.16,0.2291,22.91,LOW,0
72.98,9.0,41.75,29.29,1629.8,5,17.5,74.4,8.46,0.085,8.5,LOW,0
56.58,11.09,48.04,26.29,2037.4,10,14.9,79.4,8.44,0.0642,6.42,LOW,0
100.53,27.04,58.07,43.96,1513.6,9,15.2,61.4,12.57,0.4638,46.38,MODERATE,0
175.46,32.14,71.93,46.4,330.0,8,26.9,93.6,25.89,0.8749,87.49,CRITICAL,1
10.78,2.03,23.63,21.21,2561.3,12,18.5,62.9,2.0,0.064,6.4,LOW,0
23.92,5.08,41.33,57.93,281.0,10,27.4,57.4,5.45,0.1098,10.98,LOW,0
65.6,12.73,38.85,22.96,2497.6,7,12.4,70.8,6.63,0.0775,7.75,LOW,0
24.62,3.62,33.43,40.99,2885.2,8,13.4,72.4,3.8,0.0542,5.42,LOW,0
48.25,5.93,40.24,46.49,1526.9,6,21.6,77.7,5.15,0.1174,11.74,LOW,0
5.24,1.14,26.52,53.68,1829.9,7,20.8,54.7,2.47,0.0617,6.17,LOW,0
10.18,2.72,31.76,46.68,1657.1,7,15.8,56.4,1.85,0.0355,3.55,LOW,0
46.06,6.31,33.24,50.24,1398.2,6,24.2,59.2,4.69,0.0374,3.74,LOW,0
6.3,0.97,36.43,35.34,2867.9,4,12.8,62.3,2.43,0.0202,2.02,LOW,0
15.15,2.72,25.12,50.84,2887.1,3,16.5,64.0,1.63,0.0367,3.67,LOW,0
10.77,2.69,27.3,24.88,1240.7,5,21.6,67.5,1.96,0.0245,2.45,LOW,0
15.07,2.46,22.03,55.07,2064.5,7,18.1,64.9,0.5,0.0633,6.33,LOW,0
43.12,11.26,42.31,41.18,2984.4,15,9.2,71.8,4.04,0.1785,17.85,LOW,0
16.05,2.07,38.94,50.96,3088.1,9,13.5,54.1,3.11,0.0417,4.17,LOW,0
28.36,7.67,42.98,38.49,1751.4,8,15.7,74.8,5.15,0.0531,5.31,LOW,0
139.04,29.16,69.6,44.19,1585.8,6,19.9,88.6,19.06,0.7332,73.32,HIGH,1
57.22,12.9,39.17,40.56,1072.1,10,21.0,65.4,6.0,0.2126,21.26,LOW,0
16.17,2.89,29.53,47.34,3078.7,10,10.8,57.7,4.02,0.1736,17.36,LOW,0
36.6,8.97,33.63,24.98,671.3,8,27.0,70.0,5.05,0.0276,2.76,LOW,0
45.23,6.63,31.6,23.58,1960.5,6,16.3,57.4,5.39,0.0643,6.43,LOW,0
8.24,1.05,25.83,32.36,1083.5,5,24.8,56.8,2.5,0.0262,2.62,LOW,0
75.6,13.86,50.71,28.95,1073.1,12,21.1,65.2,8.41,0.2232,22.32,LOW,0
33.52,8.6,30.05,53.72,1444.7,6,20.4,64.4,4.21,0.052,5.2,LOW,0
19.6,4.72,19.08,31.35,3196.4,9,15.8,60.3,3.96,0.059,5.9,LOW,0
7.05,1.43,20.71,61.81,412.2,4,26.0,56.3,4.07,0.0246,2.46,LOW,0
279.13,59.05,98.0,35.27,1956.7,10,17.0,96.6,35.0,0.9983,99.83,CRITICAL,1
49.24,6.93,30.2,29.9,493.6,6,25.6,63.6,6.21,0.0508,5.08,LOW,0
8.16,2.08,24.93,49.71,705.8,7,23.3,54.1,2.41,0.0385,3.85,LOW,0
14.42,3.55,27.12,44.71,1546.7,9,17.0,65.4,1.5,0.0529,5.29,LOW,0
58.07,13.07,42.55,39.75,1755.9,1,23.5,75.5,7.05,0.0698,6.98,LOW,0
41.64,8.1,37.83,41.41,1013.4,4,21.4,68.7,5.93,0.0633,6.33,LOW,0
50.8,13.94,41.23,46.87,1183.5,10,17.7,75.9,3.22,0.1304,13.04,LOW,0
20.37,5.31,29.96,31.69,506.6,9,24.8,58.0,1.62,0.0345,3.45,LOW,0
44.12,9.84,32.63,65.59,1144.5,14,22.6,62.1,4.13,0.2158,21.58,LOW,0
17.1,3.07,34.29,61.67,3101.3,7,10.4,65.2,2.29,0.1234,12.34,LOW,0
8.31,1.82,18.51,44.42,3036.9,15,11.2,64.7,0.67,0.0453,4.53,LOW,0
35.05,7.43,38.72,30.6,1237.9,4,20.8,65.3,4.82,0.0746,7.46,LOW,0
130.56,23.9,67.28,45.45,1934.0,10,18.4,79.4,19.05,0.7595,75.95,CRITICAL,1
13.02,2.2,40.33,24.38,2933.3,11,13.9,55.6,2.76,0.0612,6.12,LOW,0
21.63,4.0,27.29,21.11,268.2,12,26.0,47.3,1.4,0.0269,2.69,LOW,0
39.23,8.31,33.18,32.72,2641.5,16,19.9,69.2,4.55,0.067,6.7,LOW,0
151.78,28.61,67.76,38.77,3047.7,6,13.8,88.7,19.4,0.7878,78.78,CRITICAL,1
64.9,10.52,43.07,53.53,519.4,9,25.1,67.1,6.02,0.4299,42.99,MODERATE,0
50.2,12.14,43.23,47.17,726.3,8,20.7,64.2,6.87,0.0839,8.39,LOW,0
2.1,0.43,28.2,47.77,3084.2,15,11.3,56.4,3.31,0.0939,9.39,LOW,0
225.79,29.54,86.46,37.77,1835.7,6,19.9,91.6,35.0,0.9902,99.02,CRITICAL,1
48.86,8.74,38.19,35.54,291.9,10,28.4,73.4,6.09,0.1129,11.29,LOW,0
69.8,18.26,49.21,36.27,1010.0,5,17.8,64.9,7.11,0.088,8.8,LOW,0
36.86,8.88,28.99,63.57,1577.3,8,19.6,69.4,4.45,0.1526,15.26,LOW,0
67.9,11.66,42.84,21.99,2294.1,8,14.2,67.2,6.85,0.1019,10.19,LOW,0
4.17,1.13,28.94,53.46,2412.8,12,18.5,48.7,0.89,0.0386,3.86,LOW,0
14.96,1.98,23.85,42.12,3186.5,15,10.8,60.2,1.74,0.0676,6.76,LOW,0
73.18,20.04,27.79,38.12,1098.2,5,16.2,80.8,6.07,0.101,10.1,LOW,0
7.88,1.26,34.44,47.1,1837.7,6,18.8,57.1,1.01,0.0407,4.07,LOW,0
148.06,17.98,66.36,39.43,1823.3,8,13.1,80.8,19.4,0.7722,77.22,CRITICAL,1
54.31,10.29,33.92,53.81,1446.7,6,21.2,68.2,6.38,0.196,19.6,LOW,0
129.91,23.05,65.98,55.43,749.0,6,30.3,80.7,16.94,0.7816,78.16,CRITICAL,1
6.21,1.28,25.7,37.67,3133.5,6,14.2,70.2,0.75,0.0209,2.09,LOW,0
67.43,16.69,38.71,33.37,2767.3,15,13.4,65.4,6.42,0.1898,18.98,LOW,0
40.63,10.35,38.22,42.54,1720.1,5,16.9,66.2,5.47,0.0753,7.53,LOW,0
25.69,4.73,32.45,56.2,2029.6,1,20.0,68.4,2.2,0.0486,4.86,LOW,0
62.07,11.72,39.31,31.02,920.4,10,24.5,65.0,7.58,0.0703,7.03,LOW,0
19.02,2.73,26.48,43.52,1854.2,7,17.1,63.3,3.67,0.0678,6.78,LOW,0
7.55,0.96,21.98,43.8,2300.2,7,14.0,67.0,2.65,0.0331,3.31,LOW,0
11.73,2.61,31.96,47.4,1769.7,8,16.0,58.6,3.25,0.08,8.0,LOW,0
24.62,3.21,25.65,27.66,3171.3,9,11.5,62.7,3.26,0.0237,2.37,LOW,0
26.53,6.3,28.44,46.74,2053.5,7,15.7,57.1,3.69,0.1267,12.67,LOW,0
57.32,11.82,41.56,55.97,1344.4,12,21.0,74.3,6.36,0.4664,46.64,MODERATE,0
54.85,8.32,47.65,29.8,2527.8,11,16.4,69.2,7.59,0.1434,14.34,LOW,0
30.48,6.29,34.2,32.02,752.9,8,22.8,62.0,5.17,0.0819,8.19,LOW,0
53.12,7.93,42.81,61.26,1384.3,7,22.0,66.1,5.27,0.1615,16.15,LOW,0
7.45,1.42,27.6,29.85,1273.5,7,24.1,61.1,1.67,0.0214,2.14,LOW,0
137.61,34.12,68.06,52.78,1523.8,8,20.6,82.6,18.47,0.8732,87.32,CRITICAL,1
72.4,14.04,54.96,39.59,2556.3,9,15.7,66.9,8.55,0.2345,23.45,LOW,0
2.75,0.4,23.58,32.36,1678.3,12,19.8,57.0,3.25,0.0211,2.11,LOW,0
9.91,2.34,27.85,53.66,2592.3,5,13.8,59.9,1.0,0.0521,5.21,LOW,0
41.6,6.23,37.51,38.3,1950.6,7,19.4,67.1,5.35,0.0475,4.75,LOW,0
18.43,4.39,32.81,40.23,1259.1,6,25.1,72.4,4.48,0.046,4.6,LOW,0
73.15,14.39,46.14,35.93,2639.4,6,15.6,66.2,7.5,0.2023,20.23,LOW,0
12.38,2.38,25.75,42.56,953.0,2,22.3,51.9,4.05,0.0555,5.55,LOW,0
152.18,38.99,67.57,29.12,911.9,6,22.6,91.2,21.67,0.7623,76.23,CRITICAL,1
12.52,2.92,40.66,36.83,1738.3,7,18.1,56.6,2.57,0.0723,7.23,LOW,0
30.2,3.78,35.03,61.03,1019.5,4,24.8,73.3,4.72,0.0852,8.52,LOW,0
16.5,2.76,20.07,32.74,276.8,2,25.2,69.9,1.77,0.0447,4.47,LOW,0
26.79,6.95,30.53,44.64,2162.5,4,13.5,67.3,2.37,0.0382,3.82,LOW,0
73.23,9.0,45.57,34.91,1757.7,5,19.5,78.3,7.54,0.1036,10.36,LOW,0
85.26,17.67,48.17,49.02,1564.3,2,19.5,61.8,10.74,0.2,20.0,LOW,0
10.82,2.56,27.69,27.63,3102.6,9,14.6,53.5,2.08,0.0212,2.12,LOW,0
21.71,4.76,32.51,61.07,1935.0,10,11.7,65.0,3.31,0.1322,13.22,LOW,0
27.88,6.74,35.35,38.53,2797.1,6,13.1,61.9,2.77,0.0802,8.02,LOW,0
257.66,60.84,98.0,31.96,661.4,9,23.4,93.9,35.0,0.9976,99.76,CRITICAL,1
230.43,53.17,94.27,24.47,1929.2,10,19.4,99.0,35.0,0.9934,99.34,CRITICAL,1
9.39,2.36,20.15,29.39,2810.5,7,11.8,63.0,1.64,0.0144,1.44,LOW,0
45.44,10.15,36.46,40.37,1970.2,7,15.7,73.1,2.66,0.0826,8.26,LOW,0
169.03,31.17,74.5,35.27,2368.1,8,17.3,83.1,24.31,0.9436,94.36,CRITICAL,1
0.28,0.06,26.36,51.51,1347.5,5,23.8,59.9,2.46,0.0762,7.62,LOW,0
0.33,0.08,21.83,37.92,522.7,6,24.9,69.3,2.0,0.0196,1.96,LOW,0
21.6,5.62,28.39,32.41,1600.8,5,19.0,55.5,3.18,0.0266,2.66,LOW,0
110.61,18.09,51.76,43.33,1413.7,7,23.4,76.1,12.65,0.745,74.5,HIGH,1
177.85,31.08,79.68,46.41,2807.8,10,15.5,81.4,27.0,0.964,96.4,CRITICAL,1
40.65,10.93,27.12,29.27,969.8,6,25.2,76.3,2.73,0.0773,7.73,LOW,0
12.19,2.59,22.0,29.29,3101.9,7,9.9,76.3,3.22,0.0537,5.37,LOW,0
28.73,4.27,35.14,21.69,3076.5,8,9.4,65.6,2.93,0.0229,2.29,LOW,0
12.53,2.83,31.22,47.53,980.5,7,26.7,64.8,1.5,0.0692,6.92,LOW,0
6.4,1.78,18.87,44.88,1276.8,5,22.5,60.3,2.72,0.0381,3.81,LOW,0
18.3,4.61,33.26,39.1,2891.9,8,10.2,61.9,1.99,0.0906,9.06,LOW,0
9.25,2.21,28.49,52.26,3101.5,8,10.7,61.9,1.66,0.1215,12.15,LOW,0
26.79,4.11,35.08,50.42,1558.1,9,19.6,55.9,5.27,0.065,6.5,LOW,0
7.76,2.02,27.53,42.32,1196.9,6,21.2,65.1,3.97,0.1448,14.48,LOW,0
24.85,5.07,34.09,53.53,1802.0,2,17.4,57.8,4.72,0.0665,6.65,LOW,0
185.42,48.63,79.22,30.84,2278.9,8,18.5,85.7,29.2,0.9533,95.33,CRITICAL,1
38.91,6.72,38.25,26.68,1056.7,3,23.5,66.0,5.84,0.0147,1.47,LOW,0
118.15,15.35,59.3,33.13,2422.6,8,20.3,73.1,16.57,0.5824,58.24,HIGH,1
176.47,34.62,73.98,23.34,402.4,7,29.0,90.1,26.59,0.7524,75.24,CRITICAL,1
22.08,3.6,30.78,40.7,395.4,7,26.2,60.5,3.47,0.0469,4.69,LOW,0
2.57,0.6,26.87,57.96,1389.5,12,23.9,66.8,3.0,0.0698,6.98,LOW,0
126.65,34.59,64.59,21.93,1292.7,5,21.8,73.8,16.26,0.4914,49.14,MODERATE,1
10.75,2.48,37.83,27.2,1181.1,5,27.5,60.6,2.88,0.0296,2.96,LOW,0
26.25,6.87,34.99,38.49,1698.5,6,17.9,57.5,3.84,0.0615,6.15,LOW,0
25.5,4.91,34.03,57.75,1196.2,17,22.6,69.7,3.42,0.2396,23.96,LOW,0
90.36,22.0,56.38,34.63,817.2,9,22.0,71.7,10.85,0.2166,21.66,LOW,0
27.88,7.11,34.79,40.01,1162.9,6,20.7,60.8,5.03,0.0514,5.14,LOW,0
30.61,7.16,28.27,22.12,3126.0,8,10.0,63.5,2.6,0.0234,2.34,LOW,0
17.98,3.62,26.37,28.45,1462.8,11,23.0,62.0,3.0,0.0263,2.63,LOW,0
104.21,22.94,63.32,63.39,1561.9,4,19.9,78.1,12.59,0.7525,75.25,CRITICAL,1
52.55,12.2,36.15,60.55,1950.8,7,11.1,71.1,3.41,0.1025,10.25,LOW,0
11.76,1.89,31.14,17.45,3150.9,10,10.9,60.9,3.85,0.0195,1.95,LOW,0
65.07,16.24,38.28,59.25,962.7,12,20.3,69.5,7.77,0.474,47.4,MODERATE,0
19.82,5.39,36.97,44.05,2259.8,7,14.5,44.3,2.83,0.0511,5.11,LOW,0
61.75,12.01,39.99,53.51,2362.2,6,17.9,66.5,6.49,0.164,16.4,LOW,0
203.3,47.2,82.34,38.56,2041.6,10,13.4,99.0,31.84,0.9833,98.33,CRITICAL,1
7.33,1.74,25.91,40.25,511.3,4,22.1,63.8,2.05,0.0195,1.95,LOW,0
42.27,9.55,39.36,39.49,2246.8,7,11.5,59.9,4.51,0.0545,5.45,LOW,0
12.02,2.49,29.22,44.99,439.1,10,24.6,59.5,3.09,0.0451,4.51,LOW,0
12.36,3.23,33.01,28.05,2008.6,5,12.7,58.3,2.35,0.0387,3.87,LOW,0
12.3,2.36,31.72,21.04,2431.8,10,10.6,68.3,3.12,0.0389,3.89,LOW,0
45.26,5.87,39.08,34.37,872.4,4,22.6,72.6,6.85,0.0521,5.21,LOW,0
9.14,2.33,30.82,46.33,2732.8,7,13.8,56.7,2.9,0.0463,4.63,LOW,0
0.03,0.01,28.51,30.69,339.5,10,23.9,60.1,2.13,0.0423,4.23,LOW,0
43.96,11.25,35.32,45.21,2739.2,12,13.8,59.8,4.22,0.0474,4.74,LOW,0
6.57,0.93,24.47,61.08,1608.0,13,19.4,57.2,2.28,0.1029,10.29,LOW,0
3.86,0.48,33.84,25.7,891.9,6,24.4,57.0,0.56,0.03,3.0,LOW,0
9.49,2.56,31.19,45.18,644.6,8,21.9,57.2,4.07,0.0367,3.67,LOW,0
16.73,2.4,31.71,38.26,3062.3,8,16.1,64.7,2.0,0.0571,5.71,LOW,0
22.61,5.64,27.32,53.52,464.4,11,22.6,71.5,1.19,0.0875,8.75,LOW,0
1.6,0.4,16.51,29.7,837.3,9,21.8,59.9,1.94,0.0505,5.05,LOW,0
123.4,28.8,58.09,45.89,1276.1,13,22.3,72.2,15.26,0.6208,62.08,HIGH,1
44.07,6.21,35.07,51.96,2079.7,9,16.9,67.9,6.11,0.1584,15.84,LOW,0
13.66,3.1,27.27,58.62,1857.2,6,19.9,63.3,2.92,0.0394,3.94,LOW,0
13.43,3.52,33.03,45.56,620.6,11,23.8,60.9,3.72,0.0696,6.96,LOW,0
20.83,3.92,38.47,39.72,1104.7,10,18.9,74.3,4.37,0.0937,9.37,LOW,0
34.45,6.41,40.19,43.35,954.3,3,18.9,66.6,5.32,0.054,5.4,LOW,0
5.54,1.06,23.52,53.56,880.0,12,27.6,64.3,1.1,0.1049,10.49,LOW,0
7.33,0.98,29.74,41.87,1462.9,9,19.2,47.6,2.9,0.0621,6.21,LOW,0
68.67,18.04,41.79,21.09,2326.9,9,14.8,64.5,5.78,0.095,9.5,LOW,0
10.36,2.68,18.7,57.52,891.5,4,27.6,64.6,4.34,0.0496,4.96,LOW,0
117.32,32.81,57.47,45.78,1331.7,11,19.4,79.3,14.83,0.3102,31.02,MODERATE,0
247.88,52.95,98.0,45.32,1403.2,9,20.3,94.9,35.0,0.9973,99.73,CRITICAL,1
38.08,9.15,33.99,31.21,3130.5,10,8.2,68.4,4.71,0.0944,9.44,LOW,0
14.63,2.23,33.26,44.71,3066.3,8,7.9,67.8,1.87,0.0499,4.99,LOW,0
40.29,9.14,32.95,36.91,2610.4,11,18.4,63.2,2.83,0.0879,8.79,LOW,0
0.7,0.16,28.64,44.45,962.9,6,27.5,56.4,2.91,0.0326,3.26,LOW,0
46.57,12.3,36.82,26.4,450.7,8,28.1,65.4,4.11,0.0332,3.32,LOW,0
23.36,5.91,39.16,44.68,1184.9,6,24.0,66.5,3.47,0.0843,8.43,LOW,0
58.72,15.86,39.87,67.03,1037.0,9,24.2,65.4,6.42,0.1664,16.64,LOW,0
108.26,28.04,52.6,22.67,1742.5,7,16.6,81.4,12.07,0.254,25.4,MODERATE,0
91.03,23.58,57.85,61.98,2544.3,6,14.7,70.8,10.45,0.4989,49.89,MODERATE,1
83.99,10.94,45.63,37.27,2782.1,5,11.4,69.2,8.96,0.1424,14.24,LOW,0
25.12,6.42,33.1,53.66,2742.3,6,6.4,77.8,3.64,0.1439,14.39,LOW,0
15.63,3.39,26.53,49.4,1311.0,4,23.6,54.9,3.62,0.0973,9.73,LOW,0
21.89,3.96,35.75,41.76,2277.3,7,16.9,68.0,5.85,0.0453,4.53,LOW,0
40.98,5.29,42.96,47.61,1172.9,11,18.3,55.3,3.19,0.0916,9.16,LOW,0
75.4,17.22,42.74,54.1,429.7,6,24.7,75.3,7.0,0.2038,20.38,LOW,0
8.12,1.4,30.0,37.2,2319.6,6,17.9,77.4,2.66,0.057,5.7,LOW,0
